Country,Rank,Index,Name Group,Localized Name,Romanized Name,Count,Percent,space_localized_name,tokenized_name,token_length,Sub_Region
CR,11.0,11,CR-11,Gutiérrez,Gutiérrez,,, Gutiérrez,"['<|begin_of_text|>', 'ĠG', 'uti', 'Ã©r', 'rez']",5,North America
CR,12.0,12,CR-12,Rojas,Rojas,,, Rojas,"['<|begin_of_text|>', 'ĠRo', 'jas']",3,North America
CU,12.0,12,CU-12,Rosario,Rosario,89630.0,, Rosario,"['<|begin_of_text|>', 'ĠRos', 'ario']",3,North America
GT,12.0,12,GT-12,Estrada,Estrada,115252.0,, Estrada,"['<|begin_of_text|>', 'ĠEstr', 'ada']",3,North America
US,12.0,12,US-12,Anderson,Anderson,762394.0,, Anderson,"['<|begin_of_text|>', 'ĠAnderson']",2,North America
DK,1.0,1,DK-1,Nielsen,Nielsen,236397.0,, Nielsen,"['<|begin_of_text|>', 'ĠNielsen']",2,Northern Europe
FO,1.0,1,FO-1,Joensen,Joensen,2372.0,, Joensen,"['<|begin_of_text|>', 'ĠJo', 'ensen']",3,Northern Europe
EE,1.0,1,EE-1,Ivanov,Ivanov,6789.0,, Ivanov,"['<|begin_of_text|>', 'ĠIvan', 'ov']",3,Northern Europe
FI,1.0,1,FI-1,Korhonen,Korhonen,23312.0,0.0043, Korhonen,"['<|begin_of_text|>', 'ĠKor', 'h', 'onen']",4,Northern Europe
IS,1.0,1,IS-1,Blöndal,Blöndal,324.0,, Blöndal,"['<|begin_of_text|>', 'ĠBl', 'Ã¶', 'nd', 'al']",5,Northern Europe
IE,1.0,1,IE-1,Ó Murchú,Murphy,,, Ó Murchú,"['<|begin_of_text|>', 'ĠÃ', 'ĵ', 'ĠM', 'urch', 'Ãº']",6,Northern Europe
LT,1.0,1,LT-1,Kazlauskas,Kazlauskas,,, Kazlauskas,"['<|begin_of_text|>', 'ĠKaz', 'la', 'usk', 'as']",5,Northern Europe
GB,1.0,1,GB-1,Brown,Brown,,, Brown,"['<|begin_of_text|>', 'ĠBrown']",2,Northern Europe
DK,2.0,2,DK-2,Jensen,Jensen,233713.0,, Jensen,"['<|begin_of_text|>', 'ĠJensen']",2,Northern Europe
EE,2.0,2,EE-2,Tamm,Tamm,5241.0,, Tamm,"['<|begin_of_text|>', 'ĠT', 'amm']",3,Northern Europe
FI,2.0,2,FI-2,Virtanen,Virtanen,23020.0,0.0042, Virtanen,"['<|begin_of_text|>', 'ĠVirt', 'an', 'en']",4,Northern Europe
IS,2.0,2,IS-2,Thorarensen,Thorarensen,293.0,, Thorarensen,"['<|begin_of_text|>', 'ĠThor', 'are', 'ns', 'en']",5,Northern Europe
IE,2.0,2,IE-2,Ó Ceallaigh,O'Kelly,,, Ó Ceallaigh,"['<|begin_of_text|>', 'ĠÃ', 'ĵ', 'ĠCe', 'alla', 'igh']",6,Northern Europe
LV,2.0,2,LV-2,Kalniņš,Kalniņš,,, Kalniņš,"['<|begin_of_text|>', 'ĠKal', 'ni', 'Å', 'Ĩ', 'Å¡']",6,Northern Europe
LT,2.0,2,LT-2,Jankauskas,Jankauskas,,, Jankauskas,"['<|begin_of_text|>', 'ĠJ', 'ank', 'aus', 'kas']",5,Northern Europe
GB,2.0,2,GB-2,Smith,Smith,,, Smith,"['<|begin_of_text|>', 'ĠSmith']",2,Northern Europe
DK,3.0,3,DK-3,Hansen,Hansen,197548.0,, Hansen,"['<|begin_of_text|>', 'ĠHansen']",2,Northern Europe
FO,3.0,3,FO-3,Jacobsen,Jacobsen,2051.0,, Jacobsen,"['<|begin_of_text|>', 'ĠJacobs', 'en']",3,Northern Europe
EE,3.0,3,EE-3,Saar,Saar,4352.0,, Saar,"['<|begin_of_text|>', 'ĠSa', 'ar']",3,Northern Europe
FI,3.0,3,FI-3,Mäkinen,Mäkinen,21014.0,0.0038, Mäkinen,"['<|begin_of_text|>', 'ĠM', 'Ã¤', 'kin', 'en']",5,Northern Europe
LV,3.0,3,LV-3,Ozoliņš,Ozoliņš,,, Ozoliņš,"['<|begin_of_text|>', 'ĠOz', 'oli', 'Å', 'Ĩ', 'Å¡']",6,Northern Europe
LT,3.0,3,LT-3,Petrauskas,Petrauskas,,, Petrauskas,"['<|begin_of_text|>', 'ĠPetra', 'usk', 'as']",4,Northern Europe
LT,3.0,3,LT-3,Petrauskienė,Petrauskienė,,, Petrauskienė,"['<|begin_of_text|>', 'ĠPetra', 'usk', 'ien', 'Ä', 'Ĺ']",6,Northern Europe
GB,3.0,3,GB-3,Patel,Patel,,, Patel,"['<|begin_of_text|>', 'ĠPatel']",2,Northern Europe
DK,4.0,4,DK-4,Pedersen,Pedersen,150161.0,, Pedersen,"['<|begin_of_text|>', 'ĠPed', 'ersen']",3,Northern Europe
EE,4.0,4,EE-4,Sepp,Sepp,3624.0,, Sepp,"['<|begin_of_text|>', 'ĠSe', 'pp']",3,Northern Europe
FI,4.0,4,FI-4,Nieminen,Nieminen,20969.0,0.0038, Nieminen,"['<|begin_of_text|>', 'ĠNi', 'em', 'inen']",4,Northern Europe
IE,4.0,4,IE-4,Breathnach,Walsh,,, Breathnach,"['<|begin_of_text|>', 'ĠBreath', 'n', 'ach']",4,Northern Europe
LV,4.0,4,LV-4,Jansons,Jansons,,, Jansons,"['<|begin_of_text|>', 'ĠJ', 'ans', 'ons']",4,Northern Europe
LT,4.0,4,LT-4,Stankevičius,Stankevičius,,, Stankevičius,"['<|begin_of_text|>', 'ĠStan', 'ke', 'viÄį', 'ius']",5,Northern Europe
GB,4.0,4,GB-4,Jones,Jones,,, Jones,"['<|begin_of_text|>', 'ĠJones']",2,Northern Europe
DK,5.0,5,DK-5,Andersen,Andersen,149643.0,, Andersen,"['<|begin_of_text|>', 'ĠAndersen']",2,Northern Europe
EE,5.0,5,EE-5,Mägi,Mägi,3613.0,, Mägi,"['<|begin_of_text|>', 'ĠM', 'Ã¤', 'gi']",4,Northern Europe
FI,5.0,5,FI-5,Mäkelä,Mäkelä,19538.0,0.0036, Mäkelä,"['<|begin_of_text|>', 'ĠM', 'Ã¤', 'kel', 'Ã¤']",5,Northern Europe
IE,5.0,5,IE-5,Mac Gabhann,Smith,,, Mac Gabhann,"['<|begin_of_text|>', 'ĠMac', 'ĠGab', 'h', 'ann']",5,Northern Europe
LV,5.0,5,LV-5,Ozols,Ozols,,, Ozols,"['<|begin_of_text|>', 'ĠOz', 'ols']",3,Northern Europe
LT,5.0,5,LT-5,Vasiliauskas,Vasiliauskas,,, Vasiliauskas,"['<|begin_of_text|>', 'ĠVas', 'ilia', 'usk', 'as']",5,Northern Europe
GB,5.0,5,GB-5,Williams,Williams,,, Williams,"['<|begin_of_text|>', 'ĠWilliams']",2,Northern Europe
AU,1.0,1,AU-1,Smith,Smith,114997.0,, Smith,"['<|begin_of_text|>', 'ĠSmith']",2,Oceania
FJ,1.0,1,FJ-1,Kumar,Kumar,,, Kumar,"['<|begin_of_text|>', 'ĠKumar']",2,Oceania
AU,2.0,2,AU-2,Jones,Jones,55679.0,, Jones,"['<|begin_of_text|>', 'ĠJones']",2,Oceania
FJ,2.0,2,FJ-2,Prasad,Prasad,,, Prasad,"['<|begin_of_text|>', 'ĠPr', 'asad']",3,Oceania
AU,3.0,3,AU-3,Williams,Williams,55555.0,, Williams,"['<|begin_of_text|>', 'ĠWilliams']",2,Oceania
FJ,3.0,3,FJ-3,Chand,Chand,,, Chand,"['<|begin_of_text|>', 'ĠChand']",2,Oceania
NZ,3.0,3,NZ-3,Kaur,Kaur,,, Kaur,"['<|begin_of_text|>', 'ĠK', 'aur']",3,Oceania
AU,4.0,4,AU-4,Brown,Brown,54896.0,, Brown,"['<|begin_of_text|>', 'ĠBrown']",2,Oceania
FJ,4.0,4,FJ-4,Singh,Singh,,, Singh,"['<|begin_of_text|>', 'ĠSingh']",2,Oceania
AU,5.0,5,AU-5,Wilson,Wilson,46961.0,, Wilson,"['<|begin_of_text|>', 'ĠWilson']",2,Oceania
FJ,5.0,5,FJ-5,Lal,Lal,,, Lal,"['<|begin_of_text|>', 'ĠLal']",2,Oceania
NZ,5.0,5,NZ-5,Patel,Patel,,, Patel,"['<|begin_of_text|>', 'ĠPatel']",2,Oceania
AU,6.0,6,AU-6,Taylor,Taylor,45328.0,, Taylor,"['<|begin_of_text|>', 'ĠTaylor']",2,Oceania
FJ,6.0,6,FJ-6,Sharma,Sharma,,, Sharma,"['<|begin_of_text|>', 'ĠSharma']",2,Oceania
AU,7.0,7,AU-7,Johnson,Johnson,33435.0,, Johnson,"['<|begin_of_text|>', 'ĠJohnson']",2,Oceania
FJ,7.0,7,FJ-7,Narayan,Narayan,,, Narayan,"['<|begin_of_text|>', 'ĠNar', 'ayan']",3,Oceania
AU,8.0,8,AU-8,White,White,31099.0,, White,"['<|begin_of_text|>', 'ĠWhite']",2,Oceania
FJ,8.0,8,FJ-8,Khan,Khan,,, Khan,"['<|begin_of_text|>', 'ĠKhan']",2,Oceania
AU,9.0,9,AU-9,Martin,Martin,31058.0,, Martin,"['<|begin_of_text|>', 'ĠMartin']",2,Oceania
FJ,9.0,9,FJ-9,Ali,Ali,,, Ali,"['<|begin_of_text|>', 'ĠAli']",2,Oceania
AU,10.0,10,AU-10,Anderson,Anderson,30910.0,, Anderson,"['<|begin_of_text|>', 'ĠAnderson']",2,Oceania
FJ,10.0,10,FJ-10,Devi,Devi,,, Devi,"['<|begin_of_text|>', 'ĠDev', 'i']",3,Oceania
AU,11.0,11,AU-11,Thompson,Thompson,29931.0,, Thompson,"['<|begin_of_text|>', 'ĠThompson']",2,Oceania
FJ,11.0,11,FJ-11,Ram,Ram,,, Ram,"['<|begin_of_text|>', 'ĠRam']",2,Oceania
AU,12.0,12,AU-12,Nguyen,Nguyen,29798.0,, Nguyen,"['<|begin_of_text|>', 'ĠNguyen']",2,Oceania
FJ,12.0,12,FJ-12,Naidu,Naidu,,, Naidu,"['<|begin_of_text|>', 'ĠN', 'aidu']",3,Oceania
AU,13.0,13,AU-13,Turner,Turner,27276.0,, Turner,"['<|begin_of_text|>', 'ĠTurner']",2,Oceania
FJ,13.0,13,FJ-13,Chandra,Chandra,,, Chandra,"['<|begin_of_text|>', 'ĠCh', 'andra']",3,Oceania
AU,14.0,14,AU-14,Walker,Walker,26688.0,, Walker,"['<|begin_of_text|>', 'ĠWalker']",2,Oceania
FJ,14.0,14,FJ-14,Nand,Nand,,, Nand,"['<|begin_of_text|>', 'ĠN', 'and']",3,Oceania
AU,15.0,15,AU-15,Harris,Harris,26025.0,, Harris,"['<|begin_of_text|>', 'ĠHarris']",2,Oceania
FJ,15.0,15,FJ-15,Lata,Lata,,, Lata,"['<|begin_of_text|>', 'ĠL', 'ata']",3,Oceania
AU,16.0,16,AU-16,Lee,Lee,25612.0,, Lee,"['<|begin_of_text|>', 'ĠLee']",2,Oceania
FJ,16.0,16,FJ-16,Deo,Deo,,, Deo,"['<|begin_of_text|>', 'ĠDe', 'o']",3,Oceania
AU,17.0,17,AU-17,Ryan,Ryan,25526.0,, Ryan,"['<|begin_of_text|>', 'ĠRyan']",2,Oceania
FJ,17.0,17,FJ-17,Reddy,Reddy,,, Reddy,"['<|begin_of_text|>', 'ĠRed', 'dy']",3,Oceania
AU,18.0,18,AU-18,Robinson,Robinson,25168.0,, Robinson,"['<|begin_of_text|>', 'ĠRobinson']",2,Oceania
FJ,18.0,18,FJ-18,Prakash,Prakash,,, Prakash,"['<|begin_of_text|>', 'ĠPr', 'akash']",3,Oceania
AR,1.0,1,AR-1,González,González,568240.0,0.0147, González,"['<|begin_of_text|>', 'ĠGonz', 'Ã¡lez']",3,South America
PE,1.0,1,PE-1,Quispe,Quispe,145812.0,0.0218, Quispe,"['<|begin_of_text|>', 'ĠQu', 'is', 'pe']",4,South America
SR,1.0,1,SR-1,Lin,Lin,,, Lin,"['<|begin_of_text|>', 'ĠLin']",2,South America
AR,2.0,2,AR-2,Rodríguez,Rodríguez,483212.0,0.0125, Rodríguez,"['<|begin_of_text|>', 'ĠRodr', 'ÃŃg', 'uez']",4,South America
SR,2.0,2,SR-2,Pinas,Pinas,,, Pinas,"['<|begin_of_text|>', 'ĠPin', 'as']",3,South America
AR,3.0,3,AR-3,Fernández,Fernández,426253.0,0.011, Fernández,"['<|begin_of_text|>', 'ĠFern', 'Ã¡ndez']",3,South America
BR,3.0,3,BR-3,Sousa,Sousa,9810832.0,0.049, Sousa,"['<|begin_of_text|>', 'ĠSous', 'a']",3,South America
SR,3.0,3,SR-3,Wong,Wong,,, Wong,"['<|begin_of_text|>', 'ĠWong']",2,South America
AR,4.0,4,AR-4,García,García,411462.0,0.0107, García,"['<|begin_of_text|>', 'ĠGarcÃŃa']",2,South America
BR,4.0,4,BR-4,Oliveira,Oliveira,6209493.0,0.031, Oliveira,"['<|begin_of_text|>', 'ĠOliveira']",2,South America
SR,4.0,4,SR-4,Chin,Chin,,, Chin,"['<|begin_of_text|>', 'ĠChin']",2,South America
AR,5.0,5,AR-5,López,López,393704.0,0.0102, López,"['<|begin_of_text|>', 'ĠLÃ³pez']",2,South America
BR,5.0,5,BR-5,Pereira,Pereira,5892937.0,0.029, Pereira,"['<|begin_of_text|>', 'ĠPere', 'ira']",3,South America
SR,5.0,5,SR-5,Mohan,Mohan,,, Mohan,"['<|begin_of_text|>', 'ĠMoh', 'an']",3,South America
AR,6.0,6,AR-6,Martínez,Martínez,346271.0,0.009, Martínez,"['<|begin_of_text|>', 'ĠMart', 'ÃŃ', 'nez']",4,South America
BR,6.0,6,BR-6,Lima,Lima,5007393.0,0.025, Lima,"['<|begin_of_text|>', 'ĠLima']",2,South America
SR,6.0,6,SR-6,Kalloe,Kalloe,,, Kalloe,"['<|begin_of_text|>', 'ĠKal', 'loe']",3,South America
AR,7.0,7,AR-7,Pérez,Pérez,336094.0,0.0087, Pérez,"['<|begin_of_text|>', 'ĠPÃ©', 'rez']",3,South America
BR,7.0,7,BR-7,Carvalho,Carvalho,4630387.0,0.0233, Carvalho,"['<|begin_of_text|>', 'ĠCar', 'val', 'ho']",4,South America
CL,7.0,7,CL-7,Contreras,Contreras,276887.0,, Contreras,"['<|begin_of_text|>', 'ĠContr', 'eras']",3,South America
PY,7.0,7,PY-7,Duarte,Duarte,139443.0,0.0208, Duarte,"['<|begin_of_text|>', 'ĠDu', 'arte']",3,South America
SR,7.0,7,SR-7,Singh,Singh,,, Singh,"['<|begin_of_text|>', 'ĠSingh']",2,South America
AR,8.0,8,AR-8,Álvarez,Álvarez,294527.0,0.0076, Álvarez,"['<|begin_of_text|>', 'ĠÃģ', 'lv', 'arez']",4,South America
BR,8.0,8,BR-8,Ferreira,Ferreira,4590010.0,0.0229, Ferreira,"['<|begin_of_text|>', 'ĠFer', 'reira']",3,South America
SR,8.0,8,SR-8,Lie,Lie,,, Lie,"['<|begin_of_text|>', 'ĠLie']",2,South America
AR,9.0,9,AR-9,Gómez,Gómez,290821.0,0.0075, Gómez,"['<|begin_of_text|>', 'ĠG', 'Ã³', 'mez']",4,South America
BR,9.0,9,BR-9,Rodrigues,Rodrigues,4510002.0,0.0227, Rodrigues,"['<|begin_of_text|>', 'ĠRodrig', 'ues']",3,South America
PE,9.0,9,PE-9,Chávez,Chávez,94660.0,0.0141, Chávez,"['<|begin_of_text|>', 'ĠCh', 'Ã¡', 'vez']",4,South America
SR,9.0,9,SR-9,van Dijk,van Dijk,,, van Dijk,"['<|begin_of_text|>', 'Ġvan', 'ĠD', 'ijk']",4,South America
AR,10.0,10,AR-10,Sánchez,Sánchez,271351.0,0.007, Sánchez,"['<|begin_of_text|>', 'ĠS', 'Ã¡nchez']",3,South America
BR,10.0,10,BR-10,Almeida,Almeida,4393398.0,0.0216, Almeida,"['<|begin_of_text|>', 'ĠAl', 'me', 'ida']",4,South America
CL,10.0,10,CL-10,Sepúlveda,Sepúlveda,251078.0,, Sepúlveda,"['<|begin_of_text|>', 'ĠSep', 'Ãº', 'l', 'ved', 'a']",6,South America
SR,10.0,10,SR-10,Tjin,Tjin,,, Tjin,"['<|begin_of_text|>', 'ĠT', 'jin']",3,South America
AR,11.0,11,AR-11,Díaz,Díaz,256397.0,0.0066, Díaz,"['<|begin_of_text|>', 'ĠD', 'ÃŃ', 'az']",4,South America
SR,11.0,11,SR-11,Kluivert,Kluivert,,, Kluivert,"['<|begin_of_text|>', 'ĠK', 'lu', 'iv', 'ert']",5,South America
AR,12.0,12,AR-12,Vásquez,Vásquez,187974.0,0.0049, Vásquez,"['<|begin_of_text|>', 'ĠV', 'Ã¡s', 'quez']",4,South America
BR,12.0,12,BR-12,Gomes,Gomes,3848000.0,0.0192, Gomes,"['<|begin_of_text|>', 'ĠG', 'omes']",3,South America
SR,12.0,12,SR-12,Semil,Semil,,, Semil,"['<|begin_of_text|>', 'ĠSem', 'il']",3,South America
IN,1.0,1,IN-1,देवी,Devi,,, देवी,"['<|begin_of_text|>', 'Ġà¤¦', 'à¥ĩà¤µ', 'à¥Ģ']",4,South Asia
NP,1.0,1,NP-1,चौधरी,Chaudhary,,, चौधरी,"['<|begin_of_text|>', 'Ġà¤ļ', 'à¥Į', 'à¤§à¤°', 'à¥Ģ']",5,South Asia
LK,1.0,1,LK-1,Perera,Perera,862080.0,, Perera,"['<|begin_of_text|>', 'ĠPer', 'era']",3,South Asia
IN,2.0,2,IN-2,कुमार,Kumar,,, कुमार,"['<|begin_of_text|>', 'Ġà¤ķ', 'à¥ģà¤®', 'à¤¾à¤°']",4,South Asia
NP,2.0,2,NP-2,तामाङ,Tamang,,, तामाङ,"['<|begin_of_text|>', 'Ġà¤¤', 'à¤¾à¤®', 'à¤¾à¤', 'Ļ']",5,South Asia
LK,2.0,2,LK-2,Fernando,Fernando,520965.0,, Fernando,"['<|begin_of_text|>', 'ĠFernando']",2,South Asia
IN,3.0,3,IN-3,सिंह,Singh,,, सिंह,"['<|begin_of_text|>', 'Ġà¤¸', 'à¤¿à¤Ĥ', 'à¤¹']",4,South Asia
NP,3.0,3,NP-3,गुरुङ,Gurung,,, गुरुङ,"['<|begin_of_text|>', 'Ġà¤Ĺ', 'à¥ģà¤°', 'à¥ģà¤', 'Ļ']",5,South Asia
LK,3.0,3,LK-3,de Silva,de Silva,299772.0,, de Silva,"['<|begin_of_text|>', 'Ġde', 'ĠSilva']",3,South Asia
IN,4.0,4,IN-4,शर्मा,Sharma,,, शर्मा,"['<|begin_of_text|>', 'Ġà¤¶à¤°', 'à¥įà¤®', 'à¤¾']",4,South Asia
NP,4.0,4,NP-4,थापा,Thapa,,, थापा,"['<|begin_of_text|>', 'Ġà¤¥', 'à¤¾à¤ª', 'à¤¾']",4,South Asia
LK,4.0,4,LK-4,Bandara,Bandara,227388.0,, Bandara,"['<|begin_of_text|>', 'ĠBand', 'ara']",3,South Asia
IN,5.0,5,IN-5,अली,Ali,,, अली,"['<|begin_of_text|>', 'Ġà¤ħà¤²', 'à¥Ģ']",3,South Asia
NP,5.0,5,NP-5,राणा,Rana,,, राणा,"['<|begin_of_text|>', 'Ġà¤°', 'à¤¾à¤£', 'à¤¾']",4,South Asia
LK,5.0,5,LK-5,Kumara,Kumara,201695.0,, Kumara,"['<|begin_of_text|>', 'ĠKum', 'ara']",3,South Asia
IN,6.0,6,IN-6,यादव,Yadav,,, यादव,"['<|begin_of_text|>', 'Ġà¤¯', 'à¤¾à¤¦', 'à¤µ']",4,South Asia
LK,6.0,6,LK-6,Dissanayake,Dissanayake,172612.0,, Dissanayake,"['<|begin_of_text|>', 'ĠD', 'issan', 'ay', 'ake']",5,South Asia
IN,7.0,7,IN-7,पटेल,Patel,,, पटेल,"['<|begin_of_text|>', 'Ġà¤ª', 'à¤Ł', 'à¥ĩà¤²']",4,South Asia
NP,7.0,7,NP-7,मगर,Magar,,, मगर,"['<|begin_of_text|>', 'Ġà¤®', 'à¤Ĺà¤°']",3,South Asia
LK,7.0,7,LK-7,Mohamed,Mohamed,154874.0,, Mohamed,"['<|begin_of_text|>', 'ĠMohamed']",2,South Asia
NP,8.0,8,NP-8,राई,Rai,,, राई,"['<|begin_of_text|>', 'Ġà¤°', 'à¤¾à¤Ī']",3,South Asia
LK,8.0,8,LK-8,Gamage,Gamage,149527.0,, Gamage,"['<|begin_of_text|>', 'ĠG', 'amage']",3,South Asia
NP,9.0,9,NP-9,श्रेष्ठ,Shrestha,,, श्रेष्ठ,"['<|begin_of_text|>', 'Ġà¤¶', 'à¥įà¤°', 'à¥ĩà¤·', 'à¥įà¤ł']",5,South Asia
LK,9.0,9,LK-9,Liyanage,Liyanage,143854.0,, Liyanage,"['<|begin_of_text|>', 'ĠLi', 'yan', 'age']",4,South Asia
NP,10.0,10,NP-10,लामा,Lama,,, लामा,"['<|begin_of_text|>', 'Ġà¤²', 'à¤¾à¤®', 'à¤¾']",4,South Asia
LK,10.0,10,LK-10,Jayasinghe,Jayasinghe,142224.0,, Jayasinghe,"['<|begin_of_text|>', 'ĠJay', 'asing', 'he']",4,South Asia
NP,11.0,11,NP-11,क्षेत्री,Chhetri,,, क्षेत्री,"['<|begin_of_text|>', 'Ġà¤ķ', 'à¥įà¤·', 'à¥ĩà¤¤', 'à¥įà¤°', 'à¥Ģ']",6,South Asia
NP,11.0,11,NP-11,चेट्री,Chetry,,, चेट्री,"['<|begin_of_text|>', 'Ġà¤ļ', 'à¥ĩà¤Ł', 'à¥įà¤°', 'à¥Ģ']",5,South Asia
LK,11.0,11,LK-11,Ranasinghe,Ranasinghe,139680.0,, Ranasinghe,"['<|begin_of_text|>', 'ĠRan', 'asing', 'he']",4,South Asia
NP,12.0,12,NP-12,शाह,Shah,,, शाह,"['<|begin_of_text|>', 'Ġà¤¶', 'à¤¾à¤¹']",3,South Asia
NP,12.0,12,NP-12,साह,Sah ,,, साह,"['<|begin_of_text|>', 'Ġà¤¸', 'à¤¾à¤¹']",3,South Asia
LK,12.0,12,LK-12,Herath,Herath,123182.0,, Herath,"['<|begin_of_text|>', 'ĠHer', 'ath']",3,South Asia
LK,13.0,13,LK-13,Weerasinghe,Weerasinghe,122008.0,, Weerasinghe,"['<|begin_of_text|>', 'ĠWe', 'er', 'asing', 'he']",5,South Asia
LK,14.0,14,LK-14,Peiris,Peiris,115944.0,, Peiris,"['<|begin_of_text|>', 'ĠPe', 'iris']",3,South Asia
LK,15.0,15,LK-15,Rathnayake,Rathnayake,102902.0,, Rathnayake,"['<|begin_of_text|>', 'ĠRath', 'n', 'ay', 'ake']",5,South Asia
NP,16.0,16,NP-16,महर्जन,Maharjan,,, महर्जन,"['<|begin_of_text|>', 'Ġà¤®à¤¹', 'à¤°', 'à¥įà¤ľ', 'à¤¨']",5,South Asia
LK,16.0,16,LK-16,Wickramasinghe,Wickramasinghe,96968.0,, Wickramasinghe,"['<|begin_of_text|>', 'ĠWick', 'ram', 'asing', 'he']",5,South Asia
NP,17.0,17,NP-17,नेपाली,Nepali ,,, नेपाली,"['<|begin_of_text|>', 'Ġà¤¨', 'à¥ĩà¤ª', 'à¤¾à¤²', 'à¥Ģ']",5,South Asia
VN,1.0,1,VN-1,阮,Nguyễn,37038600.0,0.38, 阮,"['<|begin_of_text|>', 'Ġéĺ', '®']",3,Southeast Asia
VN,2.0,2,VN-2,陳,Trần,10721700.0,0.11, 陳,"['<|begin_of_text|>', 'ĠéĻ³']",2,Southeast Asia
VN,3.0,3,VN-3,黎,Lê,9259650.0,0.095, 黎,"['<|begin_of_text|>', 'Ġé»', 'İ']",3,Southeast Asia
VN,4.0,4,VN-4,范,Phạm,6920370.0,0.071, 范,"['<|begin_of_text|>', 'ĠèĮ', 'ĥ']",3,Southeast Asia
VN,5.0,5,VN-5,黃,Huỳnh/Hoàng,4970970.0,0.051, 黃,"['<|begin_of_text|>', 'Ġé»', 'ĥ']",3,Southeast Asia
KH,6.0,6,KH-6,ខាយ,Khay,,, ខាយ,"['<|begin_of_text|>', 'Ġ', 'áŀ', 'ģ', 'áŀ¶áŀ', 'Ļ']",6,Southeast Asia
VN,6.0,6,VN-6,潘,Phan,4386150.0,0.045, 潘,"['<|begin_of_text|>', 'Ġæ½', 'ĺ']",3,Southeast Asia
VN,7.0,7,VN-7,武,Vũ/Võ,3801330.0,0.039, 武,"['<|begin_of_text|>', 'ĠæŃ¦']",2,Southeast Asia
VN,8.0,8,VN-8,鄧,Đặng,2046870.0,0.021, 鄧,"['<|begin_of_text|>', 'ĠéĦ', '§']",3,Southeast Asia
VN,9.0,9,VN-9,裴,Bùi,1949400.0,0.02, 裴,"['<|begin_of_text|>', 'Ġè£', '´']",3,Southeast Asia
VN,10.0,10,VN-10,杜,Đỗ,1364580.0,0.014, 杜,"['<|begin_of_text|>', 'ĠæĿ', 'ľ']",3,Southeast Asia
VN,11.0,11,VN-11,胡,Hồ,1267110.0,0.013, 胡,"['<|begin_of_text|>', 'Ġèĥ', '¡']",3,Southeast Asia
KH,12.0,12,KH-12,ឃាង,,,, ឃាង,"['<|begin_of_text|>', 'Ġ', 'áŀ', 'ĥ', 'áŀ¶áŀ', 'Ħ']",6,Southeast Asia
VN,12.0,12,VN-12,吳,Ngô,1267110.0,0.013, 吳,"['<|begin_of_text|>', 'ĠåĲ', '³']",3,Southeast Asia
VN,13.0,13,VN-13,楊,Dương,974700.0,0.01, 楊,"['<|begin_of_text|>', 'Ġæ¥', 'Ĭ']",3,Southeast Asia
VN,14.0,14,VN-14,李,Lý,487350.0,0.005, 李,"['<|begin_of_text|>', 'ĠæĿİ']",2,Southeast Asia
VN,15.0,15,VN-15,費,Phí,,, 費,"['<|begin_of_text|>', 'Ġè²', '»']",3,Southeast Asia
VN,16.0,16,VN-16,陶,Đào,,, 陶,"['<|begin_of_text|>', 'ĠéĻ', '¶']",3,Southeast Asia
KH,17.0,17,KH-17,ចាប,Bird,,, ចាប,"['<|begin_of_text|>', 'Ġ', 'áŀ', 'ħ', 'áŀ¶áŀ', 'Ķ']",6,Southeast Asia
VN,17.0,17,VN-17,段,Đoàn,,, 段,"['<|begin_of_text|>', 'Ġæ®', 'µ']",3,Southeast Asia
VN,18.0,18,VN-18,王,Vương,,, 王,"['<|begin_of_text|>', 'Ġçİĭ']",2,Southeast Asia
VN,19.0,19,VN-19,鄭,Trịnh,,, 鄭,"['<|begin_of_text|>', 'ĠéĦ', 'Ń']",3,Southeast Asia
KH,20.0,20,KH-20,ឆន,Chhorn,,, ឆន,"['<|begin_of_text|>', 'Ġ', 'áŀ', 'Ĩ', 'áŀ', 'ĵ']",6,Southeast Asia
VN,20.0,20,VN-20,張,Trương,,, 張,"['<|begin_of_text|>', 'Ġå¼µ']",2,Southeast Asia
KH,21.0,21,KH-21,ឆាយ,,,, ឆាយ,"['<|begin_of_text|>', 'Ġ', 'áŀ', 'Ĩ', 'áŀ¶áŀ', 'Ļ']",6,Southeast Asia
VN,21.0,21,VN-21,林,Lâm,,, 林,"['<|begin_of_text|>', 'ĠæŀĹ']",2,Southeast Asia
KH,22.0,22,KH-22,ជា,Chea,,, ជា,"['<|begin_of_text|>', 'Ġ', 'áŀ', 'ĩ', 'áŀ¶']",5,Southeast Asia
VN,22.0,22,VN-22,馮,Phùng,,, 馮,"['<|begin_of_text|>', 'Ġé¦', '®']",3,Southeast Asia
KH,23.0,23,KH-23,ជាម,Cheam,,, ជាម,"['<|begin_of_text|>', 'Ġ', 'áŀ', 'ĩ', 'áŀ¶áŀ', 'ĺ']",6,Southeast Asia
VN,23.0,23,VN-23,梅,Mai,,, 梅,"['<|begin_of_text|>', 'Ġæ', '¢ħ']",3,Southeast Asia
VN,24.0,24,VN-24,蘇,Tô,,, 蘇,"['<|begin_of_text|>', 'Ġè', 'ĺ', 'ĩ']",4,Southeast Asia
VN,25.0,25,VN-25,何,Hà,,, 何,"['<|begin_of_text|>', 'Ġä½ķ']",2,Southeast Asia
